Flexion Stook  TXS-1 Black,Adjustable height feature allows therapist to place lumbar spine into neutral or flexed position for increased patient comfort * Adjustable height from 33-51 cm (13  - 20 ) *,CHAT7050002,189.77,345.04,Physician Supplies,Stools/Chairs - Examination,0,0,CHAT7050002.jpg,1188,0,0,0,,,,,,,,,,
Flexion Stool  TXS-1 Burgundy,Adjustable height feature allows therapist to place lumbar spine into neutral or flexed position for increased patient comfort * Adjustable height from 33-51 cm (13  - 20 ) *,CHAT7050004,189.77,345.04,Physician Supplies,Stools/Chairs - Examination,0,0,chat7050004.jpg,1188,0,0,0,,,,,,,,,,
Flexion Stool  TXS-1 Dove Grey,Color: Dove Gray. * TXS-1 Flexion Stool. * Adjustable height from 13  to 20  (33 cm to 51 cm) feature allows you to place the patient's lumbar spine into neutral or flexed position for increased comfort. * Upholstery can be color-coordinated to match traction table.,CHAT7050007,189.77,345.04,Physician Supplies,Stools/Chairs - Examination,0,0,CHAT7050007.jpg,1188,0,0,0,CHAT7050007.jpg,,,,,,,,,
Black Rubber Carbon 3  Electrodes,Black Rubber Carbon 3  Electrodes * Optional Accesorie for the following items CHAT2783  CHAT2738K  CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT72852,16.97,30.86,Electrotherapy,Electrodes & Accessories,0,0,chat72852.jpg,1188,9,7,5,,,,,,,,,,
Red Rubber Carbon 3  Electrodes,Red Rubber Carbon 3  Electrodes * Optional Accesorie for the following items CHAT2783  CHAT2738K   CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT72853,16.97,30.86,Electrotherapy,Electrodes & Accessories,0,1,chat72853.jpg,1188,9,7,5,,,,,,,,,,
Lead Wire for Intelect TENS (pair),Lead Wire  TENS 360 Degree Pivot  Unshielded Connector (Pair) * For use with CHAT77600( Intelect TENS Standard Unit),CHAT77593,12.86,23.38,Electrotherapy,Electrodes & Accessories,0,0,chat77593.jpg,1188,0,0,0,,,,,,,,,,
Lead Wire for Intelect TENS  Shielded Connector  (Pair),Lead Wire  TENS 360 Degree Pivot  Shielded Connector (Pair) * For use with CHAT77600( Intelect TENS Standard Unit),CHAT77594,8.3,15.09,Electrotherapy,Electrodes & Accessories,0,0,,1188,0,0,0,,,,,,,,,,
Intellect TENS Unit Standard,*Dual Independent Channels *Adjustable timer on standard and digital units *Adjustable Frequency and Pulse Duration parameters *Basic and Standard units feature three modes: Burst  Normal and Modulation *Digital units feature 5 modes: Burst  Normal  Modulation Rate and Width  Strength Duration and Bi-Pulse * Digital unit has easy-to-read LCD Display and convenient digital controls,CHAT77600,63.77,115.95,Electrotherapy,Tens Units,0,6,chat77600.jpg,1188,0,0,0,,,,,,,,,,
Intelect TENS Digital,*Dual Independent Channels *Adjustable timer on standard and digital units *Adjustable Frequency and Pulse Duration parameters *Basic and Standard units feature three modes: Burst  Normal and Modulation *Digital units feature 5 modes: Burst  Normal  Modulation Rate and Width  Strength Duration and Bi-Pulse * Digital unit has easy-to-read LCD Display and convenient digital controls,CHAT77712,63.77,115.95,Electrotherapy,Tens Units,10,0,chat77712.jpg,1188,0,0,0,,,,,,,,,,
Hospital Power Cord for # 4328,,CHAT78121,33.46,60.83,Edema Products,Lymphedema  Pumps & Garments,0,0,,1188,0,0,0,,,,,,,,,,
Applicator Holder only Plastic for Intelect Stimulator,,CHAT78147,1.8,3.27,Electrotherapy,Ultrasound Units & Accessories,0,0,,1188,0,0,0,,,,,,,,,,
ColPac Freezer,33 1/2 H x 21 1/4 W x 26 D * 5 cubic feet of spacious capacity with 4 convenient quick freeze shelves complete with trays and cup holders * Includes 12 standard ColPacs  which can be recycled every 2 hours * Shipping weight 105 Lbs.*,CHAT90910,1196,2174.55,Hot & Cold Therapy,Chilling Units & Freezer,0,0,chat90910.jpg,1188,0,0,0,,,,,,,,,,
Stabilizer Pressure Biofeedback,* Monitors the position of the lowback or cervical spine to determine if the patient is able to selectively isolate their cervical or lumbopelvic core stabilization muscles. * Latex Free. *,CHAT9296,81.13,147.51,Electrotherapy,Biofeedback Units/Accessories,1,2,chat9296.jpg,1188,9,7,5,,,,,,,,,,
Control Box only for Treatment Table ADP300,,CHAT95353,405.21,736.75,Physician Supplies,Treatment Table Accessories,0,0,,1188,0,0,0,,,,,,,,,,
Treatment Table Hi-Lo 25 x75  3-Sect  w/Footswitch & Casters,The thoughtful design of the Adapta table keeps the practitioner in mind * The practical base design enables the clinician to put knees and feet under it while working with patients * 6  (15 cm) Horizontal travel space enables you to place the Adapta by a wall * Continuous support surface * Highly flexible sections * Two standard rear casters allows easy relocation of table * Optional front caster * ETL listed  cETL listed * The Adapta adjusts from 18  to 38  (46 cm to 97 cm)  lowering for easy wheelchair access or raising to 38  (97 cm) for accommodating gurneys *,CHATADP30000712FC,2295.31,4173.3,Physician Supplies,Table Paper & Accesories,0,0,CHATADP30000712FC.jpg,1188,0,0,0,,,,,,,,,,
Optiflex 3 Pendant,For use with Optiflex 3,CHATJ6087,879.3,1598.73,Physical Therapy,CPM Units/Accessories,0,0,CHATJ6087.jpg,1188,0,0,0,CHATJ6087.jpg,,,,,,,,,
Cellex Dry Heat Media 10 lb Container,10 lb Container * Cellex dry heat medium is the original medium processed to run efficiently in all Fluidotherapy devices * These particles are made of natural and organic cellulose  which is environmentally safe and recyclable * Is packaged in a 10 lb (5 kg) container making it easy to store and handle * Each unit is shipped with enough Cellex Dry Heat media to fill the tank * To ensure optimal  efficient and sanitary operation  change your Cellex every 3 months * Note: Problems will occur in a Fluidotherapy system if a non-processed media is used *,CHATTMED0001,61.71,112.21,Hot & Cold Therapy,Dry Heat Therapy Units/Parts,0,0,CHATTMED0001.jpg,1188,9,7,5,,,,,,,,,,
Hydraulic Pump for Item# HML40 & SMCHLA Assembly Kit,,CHLAJ,417.08,758.33,Mobility Products,"Patient Lifters, Slings, Parts",9,0,,1817,0,0,0,,,,,,,,,,
Compressor Inlet Filter for Everflo Concentrator,For use with Everflo Concentrators *,CIFEVRFLO,5.61,10.19,Respiratory Care,Oxygen Accessories,0,8,CIFEVRFLO.jpg,1304,0,0,0,CIFEVRFLO.jpg,,,,,,,,,
Intake Bacteria Filter for Invacare&Platinum Concentrator,Designed to meet or exceed OEM performance standards  but at a significantly lower price * This filter is designed comparably to the OEM filter and delivers the same or better purity * For use with the Invacare Mobilaire (all models) and Platinum concentrators * Priced up to 35% lower than comparable OEM filter (Invacare# 1131249) * Construction of body: 100% Styrene Butadien Copolymer * Construction of filter: synthetic glass non-woven filter media * Port size: 22 mm outlet with 3/8-18 internal threads * Clear with smoke tint in color * Meets or exceeds all OEM specifications including Purity Standards and Back Pressure Performance Testing * Bacteria Efficiency Test: 99.9720% * Virus Efficiency Test: 99.99% *,CIFIRO,5.61,10.19,Respiratory Care,Oxygen Accessories,0,5,CIFIRO.jpg,1304,0,0,0,CIFIRO.jpg,,,,,,,,,
Clipboard  9 x 12ä   Hardboard Low Profile Clip,Smooth surfaces and edges with rounded corners * Retractable hanging loop - Stows away when not needed * 9 Inches x 12.5 Inches - Letter size  easy to stack and organize * Durable polished metal low profile clip with sturdy long-lasting spring * Rubberized clip corners for a more secure grip - Holds up to 80-100 sheets of regular paper *,CLIP,0,0,Aids to Daily Living,Pen/ Pencil Aids,0,14,CLIP.jpg,1351,0,0,0,CLIP.jpg,,,,,,,,,
ObusForme CustomAIR Backrest w/Adj Lumbar Support,Retail boxed * Our award winning backrest support transforms ordinary chairs into ergonomically correct seating * The  S  shape of the ObusForme Backrest Support  molds your spine into a more anatomically correct position and helps to enhance overall posture by supporting proper spinal alignment *  Features & Benefits: Engineered shape conforms to natural spinal curvature Integrated  adjustable lumbar support adjusts vertically to provide a full range of support from the thoracic to the lumbar regions of the spine Hand-held pump and valve enable customizable inflation/deflation of the lumbar support to suit personal requirements Accommodates regular changes of posture  which helps alleviate stress on the lumbar region Pump  deflation valve and hose store neatly in pocket when not in use Lightweight and portable  turns any chair into an ergonomic seating system Use at home  work  or in a vehicle Colour: Black,CLPROF01,62.57,113.76,Back & Neck Therapy,Lumbar Cushions,4.86,18,CL-PROF-01-2.jpg,1327,21,18,6,CL-PROF-01-2.jpg,CL-PROF-01-4.jpg,CL-PROF-01-5.jpg,CL-PROF-01.jpg,CL-PROF-01-1.jpg,CL-PROF-01-3.jpg,,,,
X-Frm Surg Weight Stkngs  2Xlg 30-40mmHg  Below Knee Clsd Toe,Graduated compression aids blood circulation * Clinically proven to treat serious varicosities and edema * Indicated in thrombosis prevention and the treatment of post phlebitis syndrome with chronic venous insufficiency * Fiber content: Nylon (75%)  Spandex (25%) * Two-way stretch design provides extra comfort * Worn by men and women * Color: beige * HCPC CODE: N/A,CM1619BEI2X,17.23,31.33,Stockings,30-40 Below Knee,0.15,1,cm1617beism.jpg,1314,7,5,1,,,,,,,,,,
Complete Medical Professional Flyer (May/June 2018),,CMP,0,0,Default Major Category,Default Minor Category,0,0,,1351,0,0,0,,,,,,,,,,
Folding Cane  Offset  Black ProBasics,ProBasics Folding Canes fold easily for storage or travel * The comfortable T-shape grip reduces hand stress and fatigue on the wrist for maximum comfort * Limited lifetime warranty * Supports patient weights up to 300 pounds * Folds in four convenient parts for easy storage * Comfortable  contoured T-shape handle * Easy-to-use  one button height adjustment with a locking anti-rattle ring allowing for quick safe fitting; adjusts in 1  increments * Attractive powder-coated finish in black * 300 lb weight capacity *,CNFBK,7.95,14.45,Mobility Products,Canes - Folding,0,34,CNFBK.jpg,1304,0,0,0,CNFBK.jpg,CNFBK-1.jpg,,,,,,,,
Quad Cane  Large Base  Black 300 LB Weight Capacity,ProBasics Quad Canes feature a unique four-point design which allows for greater weight-bearing and stability than a single-point cane. The handle rotates allowing for a proper fit with right or left hand use. Small and large base models available in black or silver finish with a limited lifetime warranty.  Non-skid rubber tips on all four feet enhance durability for long term use.  Large base design provides more stability.  Handle rotates for left or right hand use.  Quad canes stand up on their own when not in use.  Easy push button height adjustment in 1-inch increments with a locking  anti-rattle ring allowing for quick  safe adjustment.  Comfortable  contoured vinyl handle with sculpted grip reduces chance of slippage.  Lightweight aluminum upper shaft with welded steel base.  Tool-free left to right hand adjustments.,CNQLB,12.92,23.49,Mobility Products,Canes - Quad,0,67,CNQLB.jpg,1304,0,0,0,CNQLB.jpg,,,,,,,,,
Quad Cane  Small Base  Black 300 LB Weight Capacity,ProBasics Quad Canes feature a unique four-point design which allows for greater weight-bearing and stability than a single-point cane. The handle rotates allowing for a proper fit with right or left hand use.  Non-skid rubber tips on all four feet enhance durability for long term use.  Small base design allows for easier maneuverability.  Handle rotates for left or right hand use.  Quad canes stand up on their own when not in use.  Easy push button height adjustment in 1-inch increments with a locking  anti-rattle ring allowing for quick  safe adjustment.  Comfortable  contoured vinyl handle with sculpted grip reduces chance of slippage.  Lightweight aluminum upper shaft with welded steel base.  Tool-free left to right hand adjustments.,CNQSB,10.8,19.63,Mobility Products,Canes - Quad,0,75,CNQSB.jpg,1304,0,0,0,CNQSB.jpg,,,,,,,,,
Coil Tubing For  Blood Pressure 4',4' coil connection tubing for any mercurial or aneroid blood pressure units *,COIL,14.45,26.28,Blood Pressure,B. P. Parts & Accessories,0.26,0,COIL.jpg,1014,0,0,0,,,,,,,,,,
Cover Only for 1R1111LPC Standard (Lo-Profile),Standard Replacement Covers for the folowing cushions: * ROHO© Single Compartment (HIGH/MID/LOW PROFILE) * ROHO© Dual Compartment (HIGH/MID/LOW PROFILE) * ROHO© ENHANCER© * ROHO© MOSAIC©  * The ROHO© Standard Cushion Cover is a textile enclosure intended to protect the cushion * Weight: 1.0 lbs * Warranty: 6 Month Limited Warranty,COV1111LP,50.8,92.37,Wheelchairs & Accessories,Roho Cushions/Covers,0,0,cov1111lp.jpg,1200,0,0,0,,,,,,,,,,
Cover only for Rho Hybrid Elite Cushion,,COVHE1516,53.38,97.05,Wheelchairs & Accessories,Roho Cushions/Covers,0,0,,1200,0,0,0,,,,,,,,,,
Cover only for Roho Hybrid Elite Cushion,Two-way stretch top enables the cushion cells to conform to the individual's body shape without diminishing product effectiveness or therapeutic value * The cover has a two-way 100% Polyester top material that is a durable heavyweight fabric  with a soft feel * The side material is composed of a 3-layered knit spacer fabric  which provides superior air circulation that ventilates and cools the user * The fluid proof  solid  non-skid base material offers a durable easy to clean surface * The cover has the added feature of Velcro© straps placed on the bottom  to allow the user to attach the cushion to their chair * Encased foam is stitched to the cover for added comfort around the leg trough areas * Cover is machine washable * Weight: 1.0 lbs * Warranty: 6 Month Limited Warranty,COVHY1818,53.37,97.03,Wheelchairs & Accessories,Roho Cushions/Covers,0,0,covhy1818.jpg,1200,18,19,4,,,,,,,,,,
Roho Cover for Quadtro Select HP Cushion 20  X 18,The ROHO© SELECT Cushion Cover is a textile enclosure intended to protect the cushion * Replacement Covers for the following Cushions: * QUADTRO SELECT© HIGH PROFILE© Cushion * QUADTRO SELECT© MID PROFILE© Cushion * QUADTRO SELECT© LOW PROFILE© Cushion * CONTOUR SELECT© Cushion * This is available in Heavy Duty Cushion Cover  a fluid-resistant  textile enclosure * This product may be suitable for individuals who are using one of the above mentioned cushions * 20 x18  * Warranty: 6 Month Limited Warranty,COVSS1110,50.8,92.37,Wheelchairs & Accessories,Roho Cushions/Covers,0,0,covss1110.jpg,1200,0,0,0,,,,,,,,,,
Roho Cover for Quadtro Select HP Cushion 16 x16,The ROHO© SELECT Cushion Cover is a textile enclosure intended to protect the cushion * Replacement Covers for the following Cushions: * QUADTRO SELECT© HIGH PROFILE© Cushion * QUADTRO SELECT© MID PROFILE© Cushion * QUADTRO SELECT© LOW PROFILE© Cushion * CONTOUR SELECT© Cushion * This is available in Heavy Duty Cushion Cover  a fluid-resistant  textile enclosure * This product may be suitable for individuals who are using one of the above mentioned cushions * 16 x16  * Warranty: 6 Month Limited Warranty,COVSS99,50.8,92.37,Wheelchairs & Accessories,Roho Cushions/Covers,0,0,covss99.jpg,1200,0,0,0,,,,,,,,,,
Dual Comfort Chair Cushion 18 W x 16 D X 4  H,Designed for long term users of wheelchairs * Provides comfort for an entire seat or chair with soft comfortable covoluted foam and ties to secure it * Seat size is 18 W x 16 D X 4  H  Back Size is 18   16  x 3  * Helps promote good posture while cushioning the body  preventing sores and offering a slip free seat,CP1618,38.61,70.2,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,0,0,cp1618.jpg,1089,16,18,4,,,,,,,,,,
Battery Box only for Cirrus Plus  One Cable,Battery Box for Cirrus Plus * 1 Cable* Battery Case: 1 Plug * 1/ea,CP5211-1,29.02,52.76,Wheelchairs & Accessories,Wheelchairs - Power,1.6,0,cp5211-1.jpg,1897,9,9,9,cp5211-1.jpg,,,,,,,,,
Softeze Ring-Conv Comp Foam 14  x 16-1/4  x 4   Plaid Cvr,Compressed Foam * Plaid * 14  x 16-1/4  x 4  * Specially designed foam ring relieves pressure on sensitive areas * Molded  high compression polyurethane foam affords seating comfort and durability * Enhances the comfort of any seating surface in your home  office or in your car * Relieves uncomfortable pressure - especially useful for hemorrhoid sufferers and new mothers * Features a removable  washable polycotton cover *,CP7095,18.09,32.88,Wheelchairs & Accessories,Cushions - Foam,0,10,cp7095.jpg,1089,16,14,0,,,,,,,,,,
Softeze Ring-Conv Comp Foam 15-3/4 x17-3/4 x4  Plaid Cvr,Compressed Foam * White * 15-3/4 x17-3/4 x 4 * Specially designed foam ring relieves pressure on sensitive areas * Molded  high compression polyurethane foam affords seating comfort and durability * Enhances the comfort of any seating surface in your home  office or in your car * Relieves uncomfortable pressure - especially useful for hemorrhoid sufferers and new mothers * Features a removable  washable polycotton cover *,CP7096,19.36,35.2,Wheelchairs & Accessories,Invalid Rings,0,0,cp7096.jpg,1089,18,15,0,,,,,,,,,,
Anti-Tipper for Cirrus Plus Wheelchairs,Anti-tipper for Cirrus Plus * 1/ea,CP8025,15.26,27.75,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,2,0,cp8025.jpg,1897,10,2,1,,,,,,,,,,
Cho-Pat Counter Force Knee Wrap XX-Large 17  - 18.5,XX-Large * Black * Fits knee circum. 17  - 18.5  (to measure take circumference at mid-kneecap) * A versatile and dynamic approach to knee degeneration resulting from old injuries  arthritis  wear and tear  or normal aging * Pressure on the patellar tendons from two adjustable straps creates effective stabilization of the patella,CP96,27.74,50.44,Orthopedic Care,Knee Supports &Braces,0,1,CP96.jpg,1171,7,2,2,CP96.jpg,,,,,,,,,
DreamStation Disp CPAP Filter 2/PK Philips Respironics,For Philips Respironics DreamStation Series 2 Filters per pack Replace every 2-4 weeks HCPCS Code: A7038 Dimensions: 2 3/8  L x 1  W,CPFDSD2,2.24,4.08,Respiratory Care,CPAP Accessories,0,0,CPFDSD2.jpg,1304,0,0,0,CPFDSD2.jpg,,,,,,,,,
Disposable Std CPAP Filters For Resmed S9 Series  2/PK,For use with Resmed S9 Series  AirSense 10  Air Curve 10 (compare to Resmed part# 36851). 2/PK,CPFS9PK2,1.25,2.28,Respiratory Care,Nebulizers & Accessories,0,4,CPFS9PK2.jpg,1304,0,0,0,CPFS9PK2.jpg,,,,,,,,,
Cirrus Plus  Power Wheelchair Folding Lightweight  20,20  * Foldable  lightweight frame makes portability and  transportation easy and convenient * Integrated  programmable PG controller * Adjustable height flip back arms and detachable arms * Attractive carbon steel frame with silver vein finish * Flat free  12.5  black drive wheels * Front 8  flat free black casters * Anti tippers  standard * Adjustable tension back upholstery * Comes standard with seat belt  seat cushion with pouch  swing-away footrest with calf straps and heel loops * Folding battery tray * Padded back upholstery and cushioned seat * 22  model has double cross brace frame * Adjustable length joystick mount * Wheel locks * Comes with batteries * Has been tested and surpassed the ANSI RESNA testing  requirement * Attractive sling style seating * Weight Capacity:300 lbs * Peace of Mind 1 Year Service Plan (available) * White Glove Delivery (available) * Driver wheels: 12.5  black PU tires * Caster wheels: 8  black PU tires * Anti-tip wheels: 1.5  solid rear mounted * Maximum speed: 5.4 km/h * Brakes: Electro magnetic * Braking: Intelligent Braking * Ground clearance: 4  * Overall width: 25  * Drive train: 2-motor  RWD * Battery (included): 12V 36A*2 * Range: 15 mile * Battery charger: off-board  4 AMP * Motor controller: PG (60A) * Motor: 24 VDC  320 W  4600 RPM * Weight capacity: 300 lbs * Weights base: 90 lbs NOBATT * Battery weight: 56 lbs * Seat depth: 16  * Seat height: 18.5  * Back height adjustable: sectional  17  - 21  * Arm style: adjustable height * Foot plate dimension: 7.8  x 6  * Footrests: swing-away det. * Warranty: lifetime on frame  one year on electronic controller and drive train components  six months on battery * HCPCS Suggested Code: K0822,CPN20FBA,1395.36,2537.01,Wheelchairs & Accessories,Wheelchairs - Power,90,0,cpn16fba.jpg,1209,43,28,19,,,,,,,,,,
UpperArm Frame for the Cirrus Plus EC Wheelchair,Upper Arm Frame for CPN * 1/ea,CPN8004,21.83,39.68,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,0.01,0,cpn8004.jpg,1209,0.01,0.01,0.01,,,,,,,,,,
Front Seat Saddle  Right side,For use on the Cirrus Plus EC Power Chair *,CPN8008R,12.21,22.2,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,0.5,0,cpn8008r.jpg,1897,3,3,2,cpn8008r.jpg,,,,,,,,,
Large Ice Bags 12  X 24  Heavy Duty  750/Roll,Larger size promotes greater surface area contact * 1.25 mil polyethylene bag eliminates the need for double bagging * Measures 12  x 24  * 750 bags per roll * Extra attention to seams helps minimize breakage due to sharp ice crystals,CR236272,144.08,261.96,Hot & Cold Therapy,Cold Therapy Packs,0,0,CR236272.jpg,2032,0,0,0,,,,,,,,,,
Compact Ventilator Cart e360,Complete with Humidifier Mounting Bracket  Mounting Tray with screws and handle and Column with 5-Wheel Cart Base Assembly,CRT360A,730.92,1328.94,Respiratory Care,Ventilator/Accessories,0,0,,1910,0,0,0,,,,,,,,,,
Roho Contour Select Cushion 18 W x 16 D,18  X 16  * The contoured design combined with the simple operation of the ISOFLO© Memory Control unit offers provides a new level of postural control and stability that has never been achieved in an air cushion * The contoured design positions the pelvis back in the wheelchair  and centers the individual comfortably in the middle of cushion * The ISOFLO Memory Control unit locks air into each of the four compartments  providing stability by minimizing side-to-side and front to back motion * Adjustable to individual?s shape and weight * Cushion is adjustable to changes in individual?s position over time * Lightweight & easy to handle and carry * Cushion can be easily cleaned with soap and water * Cover is machine washable * Flame-resistant  black neoprene (not made with natural rubber latex) support pad can be patched to extend use * Separated air cells allow air circulation to reach the surface of the skin *,CS109C,364.59,662.89,Wheelchairs & Accessories,Roho Cushions/Covers,0,0,cs109c.jpg,1200,0,0,0,,,,,,,,,,
Roho Contour Select Cushion 20 W x 18 D,20  X 18  * The contoured design combined with the simple operation of the ISOFLO© Memory Control unit offers provides a new level of postural control and stability that has never been achieved in an air cushion * The contoured design positions the pelvis back in the wheelchair  and centers the individual comfortably in the middle of cushion * The ISOFLO Memory Control unit locks air into each of the four compartments  providing stability by minimizing side-to-side and front to back motion * Adjustable to individual?s shape and weight * Cushion is adjustable to changes in individual?s position over time * Lightweight & easy to handle and carry * Cushion can be easily cleaned with soap and water * Cover is machine washable * Flame-resistant  black neoprene (not made with natural rubber latex) support pad can be patched to extend use * Separated air cells allow air circulation to reach the surface of the skin *,CS1110C,364.59,662.89,Wheelchairs & Accessories,Roho Cushions/Covers,0,0,cs109c.jpg,1200,21,19,4,,,,,,,,,,
Hospital Contour Fitted Sheet 36  x 80,Contour Fitted Sheet 36  x 80  * High quality and designed specifically for the hospital bed measuring 36  x 80  * Washable * White * Poly/Cotton Blend *,CS3680,13.91,25.3,Beds & Accessories,Mattress Covers,0,0,CS3680.jpg,1089,36,80,0,,,,,,,,,,
Hospital Flat Sheet 66  x 104  Twin Size,Flat Sheet 66  x 104  * High quality and designed specifically for the hospital bed measuring 36  x 80  * Washable * White * Poly/Cotton Blend *,CS3685,14.45,26.28,Beds & Accessories,Mattress Covers,0,9,CS3680.jpg,1089,66,104,0,,,,,,,,,,
Roho Countour Select Cushion 15  x 15  x 4,The contoured design combined with the simple operation of the ISOFLO© Memory Control unit offers provides a new level of postural control and stability that has never been achieved in an air cushion. * The contoured design positions the pelvis back in the wheelchair  and centers the individual comfortably in the middle of cushion. * The ISOFLO Memory Control unit locks air into each of the four compartments  providing stability by minimizing side-to-side and front to back motion. *,CS88C,378.08,687.42,Wheelchairs & Accessories,Roho Cushions/Covers,6,0,CS88C.jpg,1200,15,15,4,CS88C.jpg,,,,,,,,,
Invisia Corner Shelf Grab Bar Chrome Plated,Sleek curves and clever practicality never go out of style * The shelf provides a generous surface that can be removed for easy cleaning while the reliable support rail is always within reach to offer a helping hand * Discreet wall stems with concealed screws * The corner shelf features a beautiful shatterproof surface that resists the growth of mold and bacteria * Integrated support rail with a 350 lbs / 159 kg weight capacity *,CSCRP,238.36,433.38,Bath Care,Grab Bars/Accessories,0,0,cscrp.jpg,1857,0,0,0,,,,,,,,,,
Arctic Ice System Cold Water Therapy Device,Reduces edema / swelling and speeds recovery * Effective for pain relief in joints muscles * The unit will operate from floor level and is easy to recharge - just add ice and water *  The unit will operate 3-4 hours on a single ice and water charge * Safe controlled and time -saving to both the patient and the care giver * All body parts can be treated * Mitts allow for treatment of circulatory and pain problems in the hands and feet * HCPCS code E0218 * Plug-in electrical unit * No Rx is required,CTU2,125.1,227.45,Hot & Cold Therapy,Hot and/or Cold Therapy Wraps,6,5,ctu2.jpg,1848,10,18,12,,,,,,,,,,
Adapter Bar  Hang-Ups,Adaptable Bar * Compatiable with item number 201003 Gravity Boots *,CV1003,23.01,41.83,Physical Therapy,Inversion Tables/Accessories,0,0,201003.jpg,1076,0,0,0,,,,,,,,,,
conversion items,,cvolditem,0,0,Orthopedic Care,Back Supports & Braces,0,0,,1351,0,0,0,,,,,,,,,,
Cruiser X4 W/C 16  w/ELR & Ht Adj Flip-Back Full Arms,16  Seat Width * Height Adjustable *  Weighs 32 pounds when properly equipped in the basic configuration (Excluding front rigging) * Flip-back  removable arm is height adjustable from top of seat rail 10  to 14  and features a front mounted easy to use lever release mechanism * Easy to propel and transport * Comes with elevating legrests with tool-free adjustable length riggings * 300# weight limit * Limited lifetime warranty,CX416ADFAELR,233.04,423.7,Wheelchairs & Accessories,Wheelchairs - Lightweight K3/4,46,0,CX416ADFAELR.jpg,1209,43,27,36,CX416ADFAELR.jpg,,,,,,,,,
Cruiser X4 W/C 18  w/ELR & Ht Adj Flip-Back Desk Arms,The Cruiser X4 Wheelchair has 18  Seat Width * Height Adjustable Flip-Back Desk Arms * Weighs 34 pounds or less when properly equipped in the basic configuration (Excluding front rigging) * Easy to propel and transport * Frame style eliminates seat guides and allows for custom backs and accessories * Flip-back  removable arm is height adjustable from top of seat rail 10  to 14  and features a front mounted easy-to-use lever release mechanism * Padded armrests provide added patient comfort * Height adjustable segmented back * Aluminum and Carbon steel blended frame with combination powder coated and silver vein finish is attractive  chip resistant and easy-to-maintain * Durable  flame retardant nylon upholstery resists mildew and bacteria * Patented adjustable depth seat 16  and 18  on chair depth * 3 position quick release rear axles mounted on Composite Mag-style wheels with composite hand rims are lightweight and maintenance free * Polyurethane rear tires and composite casters offer superior performance  smoother ride and are lightweight * Dual over center cross links provide added rigidity * Comes with swing-away footrests or elevating leg rests with tool-free adjustable length riggings * Composite footplates with heel loops are durable and lightweight * Precision sealed wheel bearings through-out ensure long lasting and reliability * 8  front casters have 3 height adjustments and angle adjustments * Triple rear axle positions provides easy transition of seat height from standard to hemi level * Comes with push-to-lock wheel locks *,CX418ADDAELR,231.65,421.19,Wheelchairs & Accessories,Wheelchairs - Lightweight K3/4,50,0,CX418ADDAELR.jpg,1209,43,25,36,CX418ADDAELR.jpg,,,,,,,,,
Cruiser X4 W/C 18  w/ELR & Ht Adj Flip-Back Full Arms,* 18  Seat Width * Height Adjustable *  Weighs 34 pounds or less when properly equipped in the basic configuration (Excluding front rigging) * Flip-back  removable arm is height adjustable from top of seat rail 10  to 14  and features a front mounted easy to use lever release mechanism * Easy to propel and transport * Comes with elevating legrests with tool-free adjustable length riggings *   * Dimensions: 25 (W) x 36 (H) x 43 (L),CX418ADFAELR,231.26,420.47,Wheelchairs & Accessories,Wheelchairs - Lightweight K3/4,50,0,CX418ADFAELR.jpg,1209,32,13,37,,,,,,,,,,
Cruiser X4 Wheelchair 18  w/SF & Ht Adj Flip-Back Full Arms,Weighs 34 pounds or less when properly equipped in the basic configuration (Excluding front rigging) * Easy to propel and transport * Frame style eliminates seat guides and allows for custom backs and accessories * Flip-back  removable arm is height adjustable from top of seat rail 10  to 14  and features a front mounted easy-to-use lever release mechanism * Padded armrests provide added patient comfort * Height adjustable segmented back * Aluminum and Carbon steel blended frame with combination powder coated and silver vein finish is attractive  chip resistant and easy-to-maintain * Durable  flame retardant nylon upholstery resists mildew and bacteria * 3 position quick release rear axles mounted on Composite Mag-style wheels with composite hand rims are lightweight and maintenance free * Polyurethane rear tires and composite casters offer superior performance  smoother ride and are lightweight * Dual over center cross links provide added rigidity * Comes with swing-away footrests with tool-free adjustable length riggings * Composite footplates with heel loops are durable and lightweight * Precision sealed wheel bearings through-out ensure long lasting and reliability * 8  front casters have 3 height adjustments and angle adjustments * Triple rear axle positions provides easy transition of seat height from standard to hemi level *  Comes with push-to-lock wheel locks * HCPCS K0004 * Warranty  Limited Lifetime *,CX418ADFASF,224.8,408.72,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,0,0,CX418ADFASF.jpg,1209,0,0,0,CX418ADFASF.jpg,,,,,,,,,
