Rehab Weights- Individual Cuff Weight 12.5 Lb.,12.5lbs * A double stitched exercise weight for the upper or lower extremities * Features velcro-type closures  heavy-duty vinyl cover and each weight is stamped with both pounds and kilograms * Also features hanging hole for weight storage rack * Rehab ankle or wrist weight *,10060S,41.03,74.59,Exercise & Physical Therapy,Wrist & Ankle Cuffed Weights,12.78,0,10060b.jpg,1033,6,14,6,,,,,,,,,,
Rehab Weights- Individual Cuff Weight 15 Lb.,15 lbs * A double stitched exercise weight for the upper or lower extremities * Features velcro-type closures  heavy-duty vinyl cover and each weight is stamped with both pounds and kilograms * Also features hanging hole for weight storage rack * Rehab ankle or wrist weight *,10060T,57.07,103.75,Exercise & Physical Therapy,Wrist & Ankle Cuffed Weights,15.12,1,10060b.jpg,1033,6,16,6,,,,,,,,,,
Functional Cuff Weight Set 7 Piece Set,A double stitched exercise weight for the upper or lower extremities * Features velcro-type closures  heavy-duty vinyl cover and each weight is stamped with both pounds and kilograms * Also features hanging hole for weight storage rack * Set contains 1 each 1#  2# 3#  4#  5#  7-1/2# and 10# Cuff Weight,10060U,82.57,150.12,Exercise & Physical Therapy,Wrist & Ankle Cuffed Weights,0,0,10060U.jpg,1351,0,0,0,,,,,,,,,,
Rehab Weight Set 20 Piece,Set contains 2 each of the following weights:  10060A (1/4 lb)  B (1/2 lb)  C (3/4 lb)  D (1 lb)  E (1-1/2 lb) F (2 lb)  G (2-1/2 lb) H (3 lb) J (4 lb) & K (5 lb),10060W,156.16,283.92,Exercise & Physical Therapy,Wrist & Ankle Cuffed Weights,43,0,10060W.jpg,1351,0,0,0,10060W.jpg,,,,,,,,,
Rehab Weights - Individual Cuff Weight - 20 Lb,A double stitched exercise weight for the upper or lower extremities * Features velcro-type closures  heavy-duty vinyl cover and each weight is stamped with both pounds and kilograms * Also features hanging hole for weight storage rack * Rehab ankle or wrist weight * 20lbs *,10060Y,54.95,99.92,Exercise & Physical Therapy,Wrist & Ankle Cuffed Weights,20,1,10060y.jpg,1033,6,20,6,10060y.jpg,,,,,,,,,
Round Iron Disc Weight Plates 1 1/4 Lbs,1.25 lbs * Diameter of hole is 1 inch *,10062A,3.96,7.2,Exercise & Physical Therapy,Disc Weights,1.3,0,10062A.jpg,1033,4,4,1,,,,,,,,,,
Weight Cart,Chrome plated steel weight cart holds over 600 Lbs of disc weights with plenty of room for accessories in a convenient storage compartment * Four 4  swivel casters and two 4  non-swivel casters * Push handles for easy maneuvering * 16  W x 42.5  L x 35  H *,10062M,608.67,1106.67,Exercise & Physical Therapy,Disc Weight Rack,0,0,10062M.jpg,1075,0,0,0,,,,,,,,,,
Disc Weight Plate Rack Stationary,Stationary Rack * Use for any  free  weight application * Weight not included *,10062R,149.89,272.53,Exercise & Physical Therapy,Disc Weight Rack,27,0,10062R.jpg,1033,31,36,4,10062R.jpg,,,,,,,,,
Disc Weight Plate Rack Mobile,Mobile Rack * Use for any  free  weight application * Weight not included *,10062S,301.84,548.8,Exercise & Physical Therapy,Disc Weight Rack,0,0,10062a.jpg,1075,0,0,0,,,,,,,,,,
Dumbell Weight Color Vinyl Coated 1 Lb,1 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063A,3.93,7.14,Exercise & Physical Therapy,Disc Weights,1,13,10063A.jpg,1033,8,7,5,,,,,,,,,,
Dumbell Weight Color Vinyl Coated 2 Lb,2 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063B,8.6,15.63,Exercise & Physical Therapy,Dumbell Weights,2,2,10063B.jpg,1033,8,7,5,10063B.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 3 Lb,3 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063C,9.19,16.71,Exercise & Physical Therapy,Dumbell Weights,3,2,10063C.jpg,1033,8,7,5,10063C.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 4 Lb,4 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063D,16.53,30.06,Exercise & Physical Therapy,Dumbell Weights,4.26,10,10063D.jpg,1033,8,7,5,10063D.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 5 Lb,5 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063E,19.11,34.74,Exercise & Physical Therapy,Dumbell Weights,5,4,10063E.jpg,1033,8,7,5,10063E.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 6 Lb,6 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063F,23.84,43.34,Exercise & Physical Therapy,Dumbell Weights,6.02,0,10063F.jpg,1033,8,7,5,10063F.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 7 Lb,7 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063G,27.03,49.14,Exercise & Physical Therapy,Dumbell Weights,7,4,10063G.jpg,1033,8,7,5,10063G.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 8 Lb,8 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063H,33.04,60.07,Exercise & Physical Therapy,Dumbell Weights,8,3,10063H.jpg,1033,10,8,6,10063H.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 9 Lb,9 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063J,37.95,68.99,Exercise & Physical Therapy,Dumbell Weights,9,3,10063J.jpg,1033,10,8,6,10063J.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 10 Lb,10 lb * One piece internal casting cast iron with  Size Specific  Ergonomic Handles and heavy-duty color cover * Weights sold individually,10063K,40.1,72.9,Exercise & Physical Therapy,Dumbell Weights,10,2,10063K.jpg,1033,10,8,6,10063K.jpg,,,,,,,,,
Dumbell Weight Color Vinyl Coated 15 Lb,CanDo© vinyl coated dumbbell - 15 lb - Silver  each: Vinyl coated  color-coded cast iron dumbbells are ideal for upper body exercises  or for physical therapy  weight training  and toning workouts  *Vinyl coating gives weight a comfortable feel  *Coated weight does not scratch flow  *Each dumbbell is clearly marked in pounds and kilograms  *Available individually  as pairs and in sets with or without a storage rack  *Dimensions: 4  x 4  x 10   *Weight: 15.0 lbs,10063M,58.84,106.99,Exercise & Physical Therapy,Dumbell Weights,15,4,10063m.jpg,1033,11,9,4,10063m.jpg,,,,,,,,,
Dumbell Set (10 Piece) (1 ea. 1lb thru 10 lb.),Dumbell Set (10 Piece) (1 ea. 1lb thru 10 lb.),10063P,110.36,200.66,Exercise & Physical Therapy,Dumbell Weights,0,0,,1351,0,0,0,,,,,,,,,,
Dumbell Set (5-Piece) (1 ea 1 lb thru 5 lb),,10063Q,31.61,57.48,Exercise & Physical Therapy,Dumbell Weights,0,0,,1351,0,0,0,,,,,,,,,,
Wall Mounted Wood  Dumbell Rack,Wood * Vertical wall mount design * Holds  20 lbs. per hook; unit has 10 hooks * 4-1/2  W x 60  H with a 7 degree slant from the wall,10063W,160.47,291.76,Exercise & Physical Therapy,Dumbell Weight Racks,25.6,0,10063W.jpg,1075,0,0,0,,,,,,,,,,
Thera-Band- 50 Yard- Tan,50 YARD DISPENSER BOX *  Ultra-Thin  Tan * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10065A,85.46,155.37,Exercise & Physical Therapy,Thera-Band Exercise Band,2.15,1,100656.jpg,1132,6,6,6,,,,,,,,,,
Thera-Band- 50 Yard- Yellow,50 YARD DISPENSER BOX * Thin  Yellow * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10065B,92.91,168.93,Exercise & Physical Therapy,Thera-Band Exercise Band,2.78,24,10066A.jpg,1132,6,6,6,,,,,,,,,,
Thera-Band- 50 Yard- Red,50 YARD DISPENSER BOX *  Medium  Red * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10065C,94.68,172.14,Exercise & Physical Therapy,Thera-Band Exercise Band,3.52,24,10066A.jpg,1132,6,6,6,,,,,,,,,,
Thera-Band- 50 Yard- Green,50 YARD DISPENSER BOX *  Heavy  Green * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10065D,106.06,192.84,Exercise & Physical Therapy,Thera-Band Exercise Band,4.14,30,10066A.jpg,1132,6,6,6,,,,,,,,,,
Thera-Band- 50 Yard- Blue,50 YARD DISPENSER BOX *  X-Heavy  Blue * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10065E,114.11,207.46,Exercise & Physical Therapy,Thera-Band Exercise Band,5.95,20,10066A.jpg,1132,8,7,8,,,,,,,,,,
Thera-Band- 50 Yard- Black,50 YARD DISPENSER BOX *  XX-Heavy  Black * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10065F,129.36,235.2,Exercise & Physical Therapy,Thera-Band Exercise Band,6.8,14,10066A.jpg,1132,8,7,8,,,,,,,,,,
Thera-Band- 50 Yard- Silver,50 YARD DISPENSER BOX *  XXX-Heavy  Silver * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10065G,159.24,289.52,Exercise & Physical Therapy,Thera-Band Exercise Band,7.32,4,10066A.jpg,1132,8,7,8,,,,,,,,,,
Thera-Band- 50 Yard- Gold,50 YARD DISPENSER BOX * Max Heavy  Gold * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10065H,219.72,399.48,Exercise & Physical Therapy,Thera-Band Exercise Band,11.9,1,10066A.jpg,1132,14,8,8,,,,,,,,,,
Thera-Band- 6 Yard- Tan,6-YARD PATIENT ROLLS * Ultra-Thin  Tan * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10066A,12.03,21.87,Exercise & Physical Therapy,Thera-Band Exercise Band,0.35,18,10066A.jpg,1132,7,2,2,,,,,,,,,,
Thera-Band- 6 Yard- Yellow,6-YARD PATIENT ROLLS * Thin  Yellow * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10066B,13.43,24.42,Exercise & Physical Therapy,Thera-Band Exercise Band,0.45,17,10066A.jpg,1132,7,2,2,,,,,,,,,,
Thera-Band- 6 Yard- Red,6-YARD PATIENT ROLLS * Medium  Red * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10066C,13.61,24.75,Exercise & Physical Therapy,Thera-Band Exercise Band,0.45,46,10066A.jpg,1132,7,2,2,,,,,,,,,,
Thera-Band- 6 Yard- Green,6-YARD PATIENT ROLLS * Heavy  Green * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10066D,15.55,28.27,Exercise & Physical Therapy,Thera-Band Exercise Band,0.55,41,10066A.jpg,1132,7,2,2,,,,,,,,,,
Thera-Band- 6 Yard- Blue,6-YARD PATIENT ROLLS * X-Heavy  Blue * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10066E,17.61,32.02,Exercise & Physical Therapy,Thera-Band Exercise Band,0.76,23,10066A.jpg,1132,7,2,2,,,,,,,,,,
Thera-Band- 6 Yard- Black,6-YARD PATIENT ROLLS * XX-Heavy  Black * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10066F,20.09,36.53,Exercise & Physical Therapy,Thera-Band Exercise Band,0.75,117,10066A.jpg,1132,7,3,3,,,,,,,,,,
Thera-Band- 6 Yard- Silver,6-YARD PATIENT ROLLS * XXX-Heavy  Silver * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10066G,30.48,55.42,Exercise & Physical Therapy,Thera-Band Exercise Band,1.2,1,10066A.jpg,1132,7,3,3,,,,,,,,,,
Thera-Band- 6 Yard- Gold,6-YARD PATIENT ROLLS * Max-Heavy  Gold * A special system of progressive resistance * Can be used for both the upper and lower body muscles * Approved for use by the APTA *,10066H,41.85,76.1,Exercise & Physical Therapy,Thera-Band Exercise Band,1.3,10,10066A.jpg,1132,7,3,3,,,,,,,,,,
Thera-Band Assists Bx/24,Made from a super strong  poly webbing material * Features a double loop design which enhances and expands the use of Thera-Band *,10066N,26.54,48.26,Exercise & Physical Therapy,Thera-Band Accessories,0.98,6,10066N.jpg,1132,13,4,0.13,,,,,,,,,,
Exercise Handles for Can-Do Band Foam  (Box/50 pair),Foam handles * Thread band or tubing through the hollow foam covered plastic handle before tying into a loop *  Handle uniformly distributes the pressure across hand.,10066P-50,126.98,230.87,Exercise & Physical Therapy,Cando Exercise Band Accessorie,7,0,10066p-50.jpg,1033,12,12,12,10066p-50.jpg,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 25 Ft.- Yellow,25 FOOT PATIENT ROLL * X-Light  Yellow *  An excellent tool for hand rehabilitation * Available in seven levels of resistance * Made of natural rubber *  Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10067A,17.22,31.31,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,0.7,6,10067G.jpg,1132,10,9,1,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 25 Ft.- Red,25 FOOT PATIENT ROLL * Light  Red *  An excellent tool for hand rehabilitation * Available in seven levels of resistance * Made of natural rubber *  Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10067B,18.84,34.25,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,0.74,30,10067G.jpg,1132,10,9,2,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 25 Ft.- Green,25 FOOT PATIENT ROLL * Medium  Green *  An excellent tool for hand rehabilitation * Available in seven levels of resistance * Made of natural rubber *  Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10067C,22.24,40.44,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,0.8,5,10067G.jpg,1132,10,9,2,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 25 Ft.- Blue,25 FOOT PATIENT ROLL * Heavy  Blue *  An excellent tool for hand rehabilitation * Available in seven levels of resistance * Made of natural rubber *  Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10067D,26.49,48.17,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,1,15,10067G.jpg,1132,12,11,2,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 25 Ft.- Black,25 FOOT PATIENT ROLL * X-Heavy  Black *  An excellent tool for hand rehabilitation * Available in seven levels of resistance * Made of natural rubber *  Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10067E,25.76,46.83,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,1.46,0,10067G.jpg,1132,12,11,2,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 25 Ft.- Silver,25 FOOT PATIENT ROLL * XX-Heavy  Silver *  An excellent tool for hand rehabilitation * Available in seven levels of resistance * Made of natural rubber *  Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10067F,30.99,56.34,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,2,1,10067G.jpg,1132,12,11,2,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 25 Ft.  Tan X-Thin,25 FOOT PATIENT ROLL * X-Thin  Tan *  An excellent tool for hand rehabilitation * Available in seven levels of resistance * Made of natural rubber *  Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10067H,14.7,26.72,Exercise & Physical Therapy,Thera-Band Exercise Band,0.2,0,10067Gjpg,1132,6,3,1,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 100 Ft.- Yellow,100 FOOT CLINICAL ROLLS * X-Thin  Tan * Available in seven levels of resistance * Made of natural rubber * Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10068A,61.64,112.07,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,2.04,36,10067G.jpg,1132,10,10,3,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 100 Ft.- Red,100 FOOT CLINICAL ROLLS * Light  Red * Available in seven levels of resistance * Made of natural rubber * Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10068B,68.87,125.22,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,2.46,1,10067G.jpg,1132,10,10,3,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 100 Ft.- Green,100 FOOT CLINICAL ROLLS * Medium  Green * Available in seven levels of resistance * Made of natural rubber * Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10068C,74.78,135.96,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,2.74,4,10067G.jpg,1132,10,10,3,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 100 Ft.- Blue,100 FOOT CLINICAL ROLLS * Heavy  Blue * Available in seven levels of resistance * Made of natural rubber * Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10068D,82.28,149.61,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,3.44,3,10067G.jpg,1132,12,12,4,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 100 Ft.- Black,100 FOOT CLINICAL ROLLS * X-Heavy  Black  * Available in seven levels of resistance * Made of natural rubber * Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10068E,92.91,168.93,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,4.16,0,10067G.jpg,1132,12,12,4,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 100 Ft.- Silver,100 FOOT CLINICAL ROLLS * XX-Heavy  Silver  * Available in seven levels of resistance * Made of natural rubber * Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *,10068F,106.62,193.85,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,5.1,3,10067G.jpg,1132,12,12,4,,,,,,,,,,
Thera-Band Resistive Exercise Tubing- 100 Ft.- Tan,Extra thin resistance * Available in seven levels of resistance * Made of natural rubber *  Thera band colors increasing in difficulty through seven levels from tan to silver * The color coding system provides positive reinforcement and feedback for gauging results *  Shipping Carton Size: 12 L x 10 W x 6 H,10068G,54.59,99.26,Exercise & Physical Therapy,Thera-Band Exercise Band,0.55,5,10067G.jpg,1132,12,10,6,,,,,,,,,,
Imak Eye Pillow Mask Black/ Universal,Black/Universal Size * Your patients will love the way this  lightweight eye mask feels * Its breathable cotton Lycra fabric is soft to the touch  and smooth ergoBeads© gently massage the area around the eyes without the weight and clammy feeling of a cold mask - but with the same soothing result * Indications: Helps reduce headaches  sinus pain  tired/puffy eyes and post surgical pain * The IMAK© Eye Pillow / Pain Relief Mask conforms to your face and eyes  blocking out light * Place the Eye Pillow over your eyes  relax and enjoy the relief * For added stress relief  place the IMAK Eye Pillow / Pain Relief Mask in the freezer to provide cool relief without the shock of ice or gel packs * Use the IMAK Eye Pillow / Pain Relief Mask for relief from migraine headaches (migraines) and headaches  sinus pain and eyestrain * Also great for relaxing  resting  meditation  traveling strain and for eye relief after hours of computer work or gaming *,10070,16.82,30.58,Hot & Cold Therapy,Cold & Hot Therapy Packs,0,6,10070.jpg,1176,9,7,5,10070.jpg,10070-1.jpg,10070-2.jpg,10070-3.jpg,,,,,,
Inflatable PT Ball- 12  30 cm Blue,12  BALL * BLUE * 30CM * Made from heavy duty ribbed vinyl * Weight capacity: 600 pounds * Inflate with air inflator * Sold in plastic bags *,10073A,8.82,16.03,Exercise & Physical Therapy,Exercise Balls,0.68,5,10073A.jpg,1033,5,8,8,,,,,,,,,,
Inflatable PT Ball- 18in 45 Cm- Yellow,18  BALL * YELLOW * 45CM * Made from heavy duty ribbed vinyl * Weight capacity: 600 pounds * Inflate with air inflator * Sold in plastic bags *,10073B,11.48,20.88,Exercise & Physical Therapy,Exercise Balls,1.28,2,10073A.jpg,1033,6,10,7,,,,,,,,,,
Inflatable PT Ball- 22in 55 Cm- Orange,22  BALL * ORANGE * 55CM * Made from heavy duty ribbed vinyl * Weight capacity: 600 pounds * Inflate with air inflator * Sold in plastic bags *,10073C,13.84,25.16,Exercise & Physical Therapy,Exercise Balls,1.9,0,10073A.jpg,1033,6,10,7,,,,,,,,,,
Inflatable PT Ball- 26in 65 Cm- Green,26  BALL * GREEN * 65CM * Made from heavy duty ribbed vinyl * Weight capacity: 600 pounds * Inflate with air inflator * Sold in plastic bags *,10073D,22.32,40.58,Exercise & Physical Therapy,Exercise Balls,2.44,0,10073A.jpg,1033,6,10,7,,,,,,,,,,
Inflatable PT  Ball-30in 75 Cm- Red,30  BALL * RED * 75CM * Made from heavy duty ribbed vinyl * Weight capacity: 600 pounds * Inflate with air inflator * Sold in plastic bags *,10073E,29.23,53.14,Exercise & Physical Therapy,Exercise Balls,2.66,2,10073A.jpg,1033,6,10,7,,,,,,,,,,
Inflatable PT Ball- 34in 85 Cm- Blue,34  BALL * BLUE * 85CM * Made from heavy duty ribbed vinyl * Weight capacity: 600 pounds * Inflate with air inflator * Sold in plastic bags * *  Shipping Carton Size: 16 L x 12 W x 10 H,10073F,33.23,60.42,Exercise & Physical Therapy,Exercise Balls,3.25,2,10073A.jpg,1033,6,10,7,,,,,,,,,,
Inflatable PT Ball- 38in 95 Cm- Red,38  BALL * RED * 95CM * Made from heavy duty ribbed vinyl * Weight capacity: 600 pounds * Inflate with air inflator * Sold in plastic bags *,10073G,47.8,86.92,Exercise & Physical Therapy,Exercise Balls,4,0,10073A.jpg,1033,7,12,8,,,,,,,,,,
Inflatable PT Ball- 48in 120 Cm- Orange,48  BALL * ORANGE * 120CM * Made from heavy duty ribbed vinyl * Weight capacity: 600 pounds * Inflate with air inflator * Sold in plastic bags *,10073H,94.02,170.95,Exercise & Physical Therapy,Exercise Balls,9.84,0,10073A.jpg,1033,8,14,10,,,,,,,,,,
Ball Plug Remover,Quickly and easily removes plugs *,10073L,2.23,4.06,Exercise & Physical Therapy,Exercise Balls,0.06,0,10073L.jpg,1033,8,7,5,,,,,,,,,,
Electric Inflator and Deflator Pump,Electric inflator and deflator pump can be used to inflate and deflate inflatable exercise balls * 5  x 7  x 10,10074,25.13,45.69,Exercise & Physical Therapy,Exercise Ball Accessories,3,0,10074.jpg,1033,5,7,10,,,,,,,,,,
Manual Air Inflator Pump Large Bellows Foot,MANUAL INFLATORS * Large bellows foot pump,10074B,23.05,41.91,Exercise & Physical Therapy,Exercise Ball Accessories,2.32,4,10074B.jpg,1033,14,12,8,,,,,,,,,,
Air Inflator Piston Pump Manual,MANUAL INFLATORS * Piston Pump * Reduces interface pressure for the patient * Features 55 air holes that allow air circulation  reducing heat build-up while providing a dry sleeping surface * HCPC code # E0198 * Pumps can be purchased to ease inflation,10074C,24.65,44.83,Exercise & Physical Therapy,Exercise Ball Accessories,1.88,3,10074C.jpg,1033,20,16,5,,,,,,,,,,
Reusable Gel Hot / Cold Packs 5  X 10  Bx/12,5  x 10  * Cs/12 * Simply store the pack in the freezer and apply as needed for cold therapy * For heat applications  place the pack in boiling water for 10 minutes  or immerse in water before placing in the microwave on full power for two minutes * Maintains temperature for up to 30 minutes * Safe  non-toxic  non-caustic *,10075,17.09,31.08,Hot & Cold Therapy,Cold & Hot Therapy Packs,11.6,32,10075.jpg,1910,0,0,0,10075.jpg,,,,,,,,,
Digi-Extend Clinic Set Includes 4 units bands & Stand,The Digi-Extend© is a unique therapy device that can isolate the extension of all five fingers and each of the individual finger joints *  The Digi-Extend© focuses on the extensor mechanism of one or all fingers as it targets the area of the hand that needs rehabilitation * Four color-coded band resistance levels allow each muscle or joint to work at a comfortable level and build as increased strength is achieved * Includes 4 Digi-Extend units  1metal rack  20 tan (xx-light)  16 yellow (x-light)  12 red (light)  8 green (medium) latex-free elastic bands and a pamphlet,100757,89.31,162.39,Exercise & Physical Therapy,Digit Exercise Products,3,0,100757.jpg,1033,6,12,12,100757.jpg,,,,,,,,,
Reusable Gel Hot / Cold Packs 8  X 11  Cs/6,8  x 11  * Cs/6 * Simply store the pack in the freezer and apply as needed for cold therapy * For heat applications  place the pack in boiling water for 10 minutes  or immerse in water before placing in the microwave on full power for two minutes * Maintains temperature for up to 30 minutes * Safe  non-toxic  non-caustic *,10075B,15.69,28.52,Hot & Cold Therapy,Cold & Hot Therapy Packs,5.5,24,10075B.jpg,1910,0,0,0,10075B.jpg,,,,,,,,,
Reusable Hot/Cold Pack 5x10--Each,5  x 10  * Each * Simply store the pack in the freezer and apply as needed for cold therapy * For heat applications  place the pack in boiling water for 10 minutes  or immerse in water before placing in the microwave on full power for two minutes * Maintains temperature for up to 30 minutes * Safe  non-toxic  non-caustic *  Shipping Carton Size: 12 L x 10 W x 6 H,10075E,1.95,3.54,Hot & Cold Therapy,Cold & Hot Therapy Packs,0.95,11,10075E.jpg,1351,0,0,0,10075E.jpg,,,,,,,,,
Reusable Hot/Cold Pack 8x11--Each,Each * Simply store the pack in the freezer and apply as needed for cold therapy * For heat applications  place the pack in boiling water for 10 minutes  or immerse in water before placing in the microwave on full power for two minutes * Maintains temperature for up to 30 minutes * Safe  non-toxic  non-caustic *  Shipping Carton Size: 9 L x 7 W x 5 H,10075F,3.05,5.55,Hot & Cold Therapy,Cold & Hot Therapy Packs,1.6,12,10075F.jpg,1351,9,7,5,10075F.jpg,,,,,,,,,
Reusable Heavy Duty Cold Pack Standard 11  X 14  Retail,Standard 11  x 14  * Provides up to 30 minutes of cold therapy * Gel inside / vinyl outside * Notice to California Consumers: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm *,10076A,15.11,27.47,Hot & Cold Therapy,Cold Therapy Packs,4.7,10,10076A.jpg,1033,1,13,9,10076A.jpg,10076A-1.jpg,10076A-2.jpg,,,,,,,
Reusable Heavy Duty Cold Pack Oversize 11 X21  Retail,Oversize 11  x 21  * Provides up to 30 minutes of cold therapy * Gel inside / vinyl outside * Notice to California Consumers: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm *,10076B,25.82,46.94,Hot & Cold Therapy,Cold Therapy Packs,9.6,16,10076B.jpg,1033,2,13,9,10076B.jpg,10076B-1.jpg,10076B-2.jpg,,,,,,,
Reusable Heavy Duty Cold Pack Neck 6  X 23  Retail,Neck  6  x 23  * Provides up to 30 minutes of cold therapy * Gel inside / vinyl outside * Notice to California Consumers: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm *,10076C,14.07,25.58,Hot & Cold Therapy,Cold Therapy Packs,3.54,6,10076C.jpg,1033,1,13,9,10076C.jpg,10076C-1.jpg,10076C-2.jpg,,,,,,,
Reusable Heavy Duty Cold Pack Halfsize 7  X 11  Retail,Halfsize  7  x 11   * Provides up to 30 minutes of cold therapy * Gel inside / vinyl outside * Notice to California Consumers: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm *,10076D,7.66,13.93,Hot & Cold Therapy,Cold Therapy Packs,2.42,0,10076D.jpg,1033,1,13,9,10076D.jpg,10076D-1.jpg,,,,,,,,
Reusable Heavy Duty Cold Pack Quarter 5  X 7  Retail,Quarter  5  x 7  * Provides up to 30 minutes of cold therapy * Gel inside / vinyl outside *,10076E,6.33,11.51,Hot & Cold Therapy,Cold Therapy Packs,1.5,0,10076E.jpg,1033,1,13,9,10076E.jpg,10076E-1.jpg,,,,,,,,
